market_idx,category,title_start,title_end,slug,market_question,market_action,market_outcome,market_open,event_time,event_kind,event_label,reason_or_source,price_before,price_5m,price_30m,url
23,series,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,Will MicroStrategy purchase Bitcoin April 1-7?,BUY YES,NO,0.815,2025-04-01T12:03:10Z,hint_yes_weak,弱买入暗示: Don’t be a fool. Buy Bitcoin. pic.twitter.com/8UDmpAZD7t,x-weekly-browser-audit + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.76,0.76,0.76,https://x.com/saylor/status/1907041041259135148
24,series,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,Will MicroStrategy purchase Bitcoin April 8-14?,BUY YES,YES,0.52,2025-04-09T12:00:04Z,hint_no_weak,弱不买暗示: HODL,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.44,0.44,0.49,https://x.com/saylor/status/1909939364588585270
24,series,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,Will MicroStrategy purchase Bitcoin April 8-14?,BUY YES,YES,0.52,2025-04-10T12:34:23Z,hint_yes_weak,弱买入暗示: ₿uy the Future pic.twitter.com/tIcwWe0leX,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.64,0.64,0.64,https://x.com/saylor/status/1910310391277564056
24,series,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,Will MicroStrategy purchase Bitcoin April 8-14?,BUY YES,YES,0.52,2025-04-13T13:17:25Z,hint_yes_strong,强买入暗示: No Tariffs on Orange Dots pic.twitter.com/Cg3bCVPMcM,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.24,0.97,0.99,https://x.com/saylor/status/1911408383808217104
24,series,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,Will MicroStrategy purchase Bitcoin April 8-14?,BUY YES,YES,0.52,2025-04-14T12:03:16Z,confirm_yes,"官方确认买入: $MSTR has acquired 3,459 BTC for ~$285.8 million at ~$82,618 per bitcoin and has achieved BTC Yield of 11.4% YTD 2025",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1911752108862251160
25,series,2025-04-15,2025-04-21,will-microstrategy-purchase-bitcoin-april-15-21,Will MicroStrategy purchase Bitcoin April 15-21?,SKIP,YES,0.705,2025-04-20T12:32:58Z,hint_yes_strong,强买入暗示: Insufficient Orange. pic.twitter.com/Gz36jJELBs,chrome-x-search + x-oembed · 图表暗示：Insufficient Orange，语义是 orange/buying 图上不足,0.37,0.988,0.986,https://x.com/saylor/status/1913933911379378484
25,series,2025-04-15,2025-04-21,will-microstrategy-purchase-bitcoin-april-15-21,Will MicroStrategy purchase Bitcoin April 15-21?,SKIP,YES,0.705,2025-04-21T12:03:41Z,confirm_yes,"官方确认买入: $MSTR has acquired 6,556 BTC for ~$555.8 million at ~$84,785 per bitcoin and has achieved BTC Yield of 12.1% YTD 2025",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1914288929173389814
26,series,2025-04-22,2025-04-28,will-microstrategy-purchase-bitcoin-april-22-28,Will MicroStrategy purchase Bitcoin April 22-28?,SKIP,YES,0.555,2025-04-27T12:54:50Z,hint_yes_weak,弱买入暗示: Stay Humble. Stack Sats. pic.twitter.com/gkjvxkn5Ek,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.77,0.99,0.989,https://x.com/saylor/status/1916476128673284289
26,series,2025-04-22,2025-04-28,will-microstrategy-purchase-bitcoin-april-22-28,Will MicroStrategy purchase Bitcoin April 22-28?,SKIP,YES,0.555,2025-04-28T12:02:36Z,confirm_yes,"官方确认买入: $MSTR has acquired 15,355 BTC for ~$1.42 billion at ~$92,737 per bitcoin and has achieved BTC Yield of 13.7% YTD 2025",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1916825375155380688
27,series,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,Will MicroStrategy purchase Bitcoin April 29-May 5?,BUY YES,YES,0.83,2025-05-01T00:07:50Z,hint_yes_weak,"弱买入暗示: By the time your financial adviser says it’s OK to buy Bitcoin, it’ll cost $1 million. When they say it’s a good idea",x-weekly-browser-audit + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.84,0.84,0.84,https://x.com/saylor/status/1917732661558194524
27,series,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,Will MicroStrategy purchase Bitcoin April 29-May 5?,BUY YES,YES,0.83,2025-05-01T15:06:37Z,hint_yes_weak,弱买入暗示: $MSTR is now up more than 3000% since adopting the Bitcoin Standard. pic.twitter.com/ZqBKMHG999,x-weekly-browser-audit + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.85,0.85,0.85,https://x.com/saylor/status/1917958845873471611
27,series,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,Will MicroStrategy purchase Bitcoin April 29-May 5?,BUY YES,YES,0.83,2025-05-02T17:15:18Z,hint_yes_weak,弱买入暗示: Always ₿e Stacking,chrome-x-search + x-oembed · 人工复核降级：Always ₿e Stacking 与买入主题相关，但没有 Strategy 当期交易、dots 或时间锚,0.85,0.85,0.85,https://x.com/saylor/status/1918353617477911034
27,series,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,Will MicroStrategy purchase Bitcoin April 29-May 5?,BUY YES,YES,0.83,2025-05-04T13:53:59Z,hint_yes_strong,"强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","chrome-x-search + x-oembed · 图表暗示：Too much blue, not enough orange，语义是缺新增买入/orange",0.5,0.996,0.993,https://x.com/saylor/status/1919027732140204508
27,series,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,Will MicroStrategy purchase Bitcoin April 29-May 5?,BUY YES,YES,0.83,2025-05-05T12:03:05Z,confirm_yes,"官方确认买入: $MSTR has acquired 1,895 BTC for ~$180.3 million at ~$95,167 per bitcoin and has achieved BTC Yield of 14.0% YTD 2025",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1919362210804990383
28,series,2025-05-06,2025-05-12,will-microstrategy-purchase-bitcoin-may-6-may-12,Will MicroStrategy purchase Bitcoin May 6-12?,BUY YES,YES,0.805,2025-05-08T20:23:01Z,hint_yes_weak,弱买入暗示: Why Every Company Should Adopt the Bitcoin Standard pic.twitter.com/t8ouMULWbb,x-weekly-browser-audit + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.92,0.92,0.92,https://x.com/saylor/status/1920575187331743841
28,series,2025-05-06,2025-05-12,will-microstrategy-purchase-bitcoin-may-6-may-12,Will MicroStrategy purchase Bitcoin May 6-12?,BUY YES,YES,0.805,2025-05-11T12:00:55Z,hint_yes_strong,强买入暗示: Connect the Dots pic.twitter.com/T4Aj7yYKkr,chrome-x-search + x-oembed · 图表暗示：Connect the Dots，语义指向新增点位,0.94,0.994,0.989,https://x.com/saylor/status/1921535991002579297
28,series,2025-05-06,2025-05-12,will-microstrategy-purchase-bitcoin-may-6-may-12,Will MicroStrategy purchase Bitcoin May 6-12?,BUY YES,YES,0.805,2025-05-12T12:02:14Z,confirm_yes,"官方确认买入: Strategy has acquired 13,390 BTC for ~$1.34 billion at ~$99,856 per bitcoin and has achieved BTC Yield of 15.5% YTD 2",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1921898712801874273
29,series,2025-05-13,2025-05-19,will-microstrategy-purchase-bitcoin-may-13-19,Will MicroStrategy purchase Bitcoin May 13-19?,BUY YES,YES,0.85,2025-05-19T12:05:15Z,confirm_yes,"官方确认买入: Strategy has acquired 7,390 BTC for ~$764.9 million at ~$103,498 per bitcoin and has achieved BTC Yield of 16.3% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1924436184664559807
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-21T15:40:30Z,hint_yes_weak,"弱买入暗示: If you’re not buying bitcoin at the all-time high, you’re leaving money on the table.",chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.27,0.28,0.25,https://x.com/saylor/status/1925215132407181770
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-21T23:57:53Z,hint_yes_weak,弱买入暗示: No one has ever lost money buying Bitcoin.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.29,0.28,0.29,https://x.com/saylor/status/1925340301117280317
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-23T18:21:31Z,hint_yes_weak,弱买入暗示: Buy Bitcoin.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.32,0.32,0.32,https://x.com/saylor/status/1925980428017492242
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-24T14:31:58Z,hint_yes_weak,弱买入暗示: The only thing better than Bitcoin is More Bitcoin. pic.twitter.com/VHzTif0zXH,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.33,0.3409,0.33,https://x.com/saylor/status/1926285045213401431
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-25T12:30:14Z,hint_yes_weak,弱买入暗示: I only buy bitcoin with money I can't afford to lose. pic.twitter.com/h7pnFB8yvU,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.3,0.53,0.4,https://x.com/saylor/status/1926616797962174914
30,series,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,Will MicroStrategy purchase Bitcoin May 20-26?,SKIP,YES,0.555,2025-05-26T12:02:21Z,confirm_yes,"官方确认买入: Strategy has acquired 4,020 BTC for ~$427.1 million at ~$106,237 per bitcoin and has achieved BTC Yield of 16.8% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.99,0.999,0.999,https://x.com/saylor/status/1926972171349373129
31,series,2025-05-27,2025-06-02,will-microstrategy-purchase-bitcoin-may-27-june-2,Will MicroStrategy purchase Bitcoin May 27-June 2?,BUY YES,YES,0.65,2025-05-30T14:31:10Z,hint_yes_weak,弱买入暗示: Bank of England on the Brink… of Buying Bitcoin pic.twitter.com/8mdXj0SZ5l,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.84,0.84,0.84,https://x.com/saylor/status/1928459171927601636
31,series,2025-05-27,2025-06-02,will-microstrategy-purchase-bitcoin-may-27-june-2,Will MicroStrategy purchase Bitcoin May 27-June 2?,BUY YES,YES,0.65,2025-06-02T12:02:35Z,confirm_yes,"官方确认买入: Strategy has acquired 705 BTC for ~$75.1 million at ~$106,495 per bitcoin and has achieved BTC Yield of 16.9% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1929508945871163520
32,series,2025-06-03,2025-06-09,will-microstrategy-purchase-bitcoin-june-3-9,Will MicroStrategy purchase Bitcoin June 3-9?,BUY YES,YES,0.87,2025-06-07T13:51:03Z,hint_yes_strong,强买入暗示: Proof of Orange pic.twitter.com/gLADKcaMVf,chrome-x-search + x-oembed · Orange 系列强暗示：Proof of Orange，通常被市场解读为新增买入相关,0.94,0.94,0.8951,https://x.com/saylor/status/1931348180072808534
32,series,2025-06-03,2025-06-09,will-microstrategy-purchase-bitcoin-june-3-9,Will MicroStrategy purchase Bitcoin June 3-9?,BUY YES,YES,0.87,2025-06-08T12:01:50Z,hint_yes_strong,强买入暗示: Send more Orange pic.twitter.com/QaLJWkLrVN,chrome-x-search + x-oembed · Orange 系列强暗示：Send more Orange，语义是需要更多买入点,0.9577,0.9921,0.994,https://x.com/saylor/status/1931683081225748528
32,series,2025-06-03,2025-06-09,will-microstrategy-purchase-bitcoin-june-3-9,Will MicroStrategy purchase Bitcoin June 3-9?,BUY YES,YES,0.87,2025-06-09T12:03:23Z,confirm_yes,"官方确认买入: Strategy has acquired 1,045 BTC for ~$110.2 million at ~$105,426 per bitcoin and has achieved BTC Yield of 17.1% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1932045860851859842
33,series,2025-06-10,2025-06-16,will-microstrategy-purchase-bitcoin-june-10-16,Will MicroStrategy purchase Bitcoin June 10-16?,BUY YES,YES,0.855,2025-06-10T10:05:19Z,hint_yes_weak,弱买入暗示: Apple should buy Bitcoin.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.93,0.93,0.93,https://x.com/saylor/status/1932378535676781013
33,series,2025-06-10,2025-06-16,will-microstrategy-purchase-bitcoin-june-10-16,Will MicroStrategy purchase Bitcoin June 10-16?,BUY YES,YES,0.855,2025-06-15T07:11:44Z,hint_yes_weak,弱买入暗示: ₿uy Cyber Manhattan pic.twitter.com/5jG2rRXFC8,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.9243,0.9243,0.9243,https://x.com/saylor/status/1934146791798358464
33,series,2025-06-10,2025-06-16,will-microstrategy-purchase-bitcoin-june-10-16,Will MicroStrategy purchase Bitcoin June 10-16?,BUY YES,YES,0.855,2025-06-15T12:03:53Z,hint_yes_strong,强买入暗示: Bigger Dots are ₿etter pic.twitter.com/vm1UItzmRb,chrome-x-search + x-oembed · Dots 系列强暗示：Bigger Dots are Better，语义指向新增/更大买入点,0.92,0.992,0.992,https://x.com/saylor/status/1934220313405100289
33,series,2025-06-10,2025-06-16,will-microstrategy-purchase-bitcoin-june-10-16,Will MicroStrategy purchase Bitcoin June 10-16?,BUY YES,YES,0.855,2025-06-16T12:03:35Z,confirm_yes,"官方确认买入: Strategy has acquired 10,100 BTC for ~$1.05 billion at ~$104,080 per bitcoin and has achieved BTC Yield of 19.1% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1934582626448236794
34,series,2025-06-17,2025-06-23,will-microstrategy-purchase-bitcoin-june-17-23,Will MicroStrategy purchase Bitcoin June 17-23?,BUY YES,YES,0.875,2025-06-23T12:02:01Z,confirm_yes,"官方确认买入: Strategy has acquired 245 BTC for ~$26.0 million at ~$105,856 per bitcoin and has achieved BTC Yield of 19.2% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1937118945057915061
35,series,2025-06-24,2025-06-30,will-microstrategy-purchase-bitcoin-june-24-30,Will MicroStrategy purchase Bitcoin June 24-30?,BUY YES,YES,0.89,2025-06-29T12:01:30Z,hint_yes_strong,"强买入暗示: In 21 years, you'll wish you'd bought more. pic.twitter.com/s1I607RVda",chrome-x-search + x-oembed · 人工复核升级：这条文本本身是泛 BTC 加仓语义，但配图被多家报道确认为 Strategy/SaylorTracker portfolio tracker，橙点代表买入点；Sunday tracker 配图 + bought more 语义在历史上等同于次日买入披露前的强提示，且该推文后约 10 秒市场从约 0.968 跳到 0.994,0.964,0.992,0.991,https://x.com/saylor/status/1939293144014606543
35,series,2025-06-24,2025-06-30,will-microstrategy-purchase-bitcoin-june-24-30,Will MicroStrategy purchase Bitcoin June 24-30?,BUY YES,YES,0.89,2025-06-30T12:03:06Z,confirm_yes,"官方确认买入: Strategy has acquired 4,980 BTC for ~$531.9 million at ~$106,801 per bitcoin and has achieved BTC Yield of 19.7% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1939655936118808917
36,series,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,Will MicroStrategy purchase Bitcoin July 1-7?,BUY YES,NO,0.81,2025-07-06T12:14:55Z,hint_no_strong,强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.148,0.6,0.2562,https://x.com/saylor/status/1941833235845034478
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-09T18:37:33Z,hint_yes_weak,弱买入暗示: ₿uy the Future 🧡,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.82,0.82,0.83,https://x.com/saylor/status/1943016689857368371
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-11T15:04:58Z,hint_yes_weak,弱买入暗示: No Greg. It didn't happen. You can still buy Bitcoin for less than a million dollars.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.84,0.83,0.83,https://x.com/saylor/status/1943687967211499779
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-12T12:03:24Z,hint_yes_weak,弱买入暗示: The Future is Orange pic.twitter.com/bJXvMFQfTo,chrome-x-search + x-oembed · 人工复核降级：The Future is Orange 属于 orange 叙事/梗，相关但不构成强买入暗示,0.89,0.852,0.85,https://x.com/saylor/status/1944004665114345566
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-13T12:19:32Z,hint_yes_strong,强买入暗示: Some weeks you don’t just HODL. pic.twitter.com/PXC7cE3zbq,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.7352,0.986,0.982,https://x.com/saylor/status/1944371111782690837
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-13T14:15:58Z,hint_yes_weak,弱买入暗示: it's a good morning to get more bitcoin greg,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.981,0.977,0.986,https://x.com/saylor/status/1944400412448002084
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-14T00:43:59Z,hint_yes_weak,弱买入暗示: A ₿uying Opportunity,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.986,0.9854,0.987,https://x.com/saylor/status/1944558457589211552
37,series,2025-07-08,2025-07-14,will-microstrategy-purchase-bitcoin-july-8-14,Will MicroStrategy purchase Bitcoin July 8-14?,BUY YES,YES,0.7,2025-07-14T12:04:18Z,confirm_yes,"官方确认买入: Strategy has acquired 4,225 BTC for ~$472.5 million at ~$111,827 per bitcoin and has achieved BTC Yield of 20.2% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.9978,0.999,https://x.com/saylor/status/1944729668394930471
38,series,2025-07-15,2025-07-21,will-microstrategy-purchase-bitcoin-july-15-21,Will MicroStrategy purchase Bitcoin July 15-21?,SKIP,YES,0.92,2025-07-17T12:07:25Z,hint_yes_weak,"弱买入暗示: For the past five years, the only thing better than Bitcoin is More Bitcoin. pic.twitter.com/i0RhRbQKsK",chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.92,0.92,0.92,https://x.com/saylor/status/1945817614493667492
